Content Path,Filename,develop Link,main Link,Production Link,title,last_modified_at,to-do List,articleIndex,description,azure_dir,Obsolete Front Matter,contributors,contributor.role,contributor.name,contributor.headshot,contributor.caption,contributor.bio,categories,header_image,header_image.filename,header_image.alt_text,tags,byline,byline2,subtitle,no_leaf_bug,index,date,draft
past-issues/volume-vi-issue-1,kurtz,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/kurtz ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/kurtz ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/kurtz ,With a Camera in Nature,2023-09-19 15:10:33,,93,,rootstalk-2020-spring,[],1,author,Carl Kurtz,grinnell_28529_OBJ.jpg,,"***[Carl Kurtz]()*** was born in 1945 on a family farm near [St. Anthony](https://en.wikipedia.org/wiki/St._Anthony,_Iowa) in wes...",Photo Essay,True,grinnell_28746_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,Schaefer,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/Schaefer ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/Schaefer ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/Schaefer ,Cultivating Musical Excellence in the Driftless Region,2023-09-19 15:10:32,,89,,rootstalk-2020-spring,[],2,author,Emma Schaefer,grinnell_28544_OBJ.jpg,,"Emma Schaefer, from Niwot, Colorado, is a student at Grinnell College (class of 2022) where she is studying Multimedia Storytelli...",Essay,True,grinnell_28755_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,beisner,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/beisner ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/beisner ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/beisner ,MICA and the Unique Challenge of Rural Poverty,2023-09-19 15:10:33,,105,,rootstalk-2020-spring,[],1,author,Sarah Beisner,grinnell_28589_OBJ.jpg,,"***Sarah Beisner***, who will graduate with Grinnell College’s class of 2022, is a Psychology and Spanish double major from Dento...",Essay,True,grinnell_28751_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,perez,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/perez ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/perez ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/perez ,Video Essay,2023-09-19 15:10:33,,107,,rootstalk-2020-spring,[],1,author,Sam Perez,grinnell_28587_OBJ.jpg,,***Sam (Mirzam) Pérez*** moved from Honduras to the U.S. to pursue graduate studies.  When she is not  teaching  Spanish  literat...,Video Essay,True,grinnell_28758_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,dean,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/dean ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/dean ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/dean ,Prairie Transformation,2023-09-19 15:10:33,,82,,rootstalk-2020-spring,[],1,author,Thomas Dean,grinnell_28604_OBJ.jpg,,"***Thomas  Dean  Ph.D.***,  is [Senior  Presidential Writer/Editor at the University of Iowa,](https://president.uiowa.edu/people...",Essay,True,grinnell_28773_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,teigland,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/teigland ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/teigland ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/teigland ,My Boyhood Days on a Farm (1943-1961),2023-09-19 15:10:33,,56,,rootstalk-2020-spring,[],1,author,John B. Teigland,grinnell_28565_OBJ.jpg,,***John B. Teigland*** grew up on a farm on the Iowa/Minnesota state line. He earned his elementary education degree from [Mankat...,Memoir,True,grinnell_28764_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,fatehpuria,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/fatehpuria ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/fatehpuria ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/fatehpuria ,Nature and Natural: A Potter on the Northern Plains,2023-09-19 15:10:33,,45,,rootstalk-2020-spring,[],2,author,Aru Fatehpuria,,,,Closeup,True,grinnell_28762_OBJ.jpg,,arts,,,,,,,False
past-issues/volume-vi-issue-1,payne,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/payne ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/payne ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/payne ,Rescuing A 'Threatened Landform',2023-09-19 15:10:33,,35,,rootstalk-2020-spring,[],2,interviewee,Harvey Payne,grinnell_28554_OBJ.jpg,,_*Harvey Payne*_ is a Community Relations Coordinator for The Nature Conservancy’s [Joseph H. Williams Tallgrass Prairie Preserve...,Interview,True,grinnell_28757_OBJ.jpg,,,Harvey Payne,Interviewed by Caleb Forbes,An Interview with Harvey Payne,,,,False
past-issues/volume-vi-issue-1,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/ ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/ ,"Volume VI, Issue 1",2023-05-11 16:23:56,,0,Spring 2020,rootstalk-2020-spring,"['issueIndex', 'pid', 'sidebar', 'issue']",,,,,,,,,,,,,,,,,,
past-issues/volume-vi-issue-1,fatehpuria2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/fatehpuria2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/fatehpuria2 ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/fatehpuria2 ,Farm to Fork Tales,2023-09-19 15:29:11,,68,,rootstalk-2020-spring,[],2,interviewee,Mary Swander,grinnell_28575_OBJ.jpg,,"Mary Swander is the Artistic Director of [Swander Woman Productions,](https://maryswander.com/productions/)  a theater troupe tha...",Unassigned,True,grinnell_28774_OBJ.jpg,,"food, international",,,An Interview with Mary Swander,,,,False
past-issues/volume-i-issue-1,stone-closeup,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/stone-closeup ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/stone-closeup ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/stone-closeup ,Close-up: Larry Stone,2023-09-19 15:10:18,,77,,rootstalk-2015-spring,[],1,writer / photographer,Larry Stone,Stone_headshot.jpg,Photo Courtesy of Larry Stone,Larry Stone never outgrew a fascination with playing in the creek on the Iowa farm where he grew up. After 25 years as outdoor wr...,Closeup,True,stone-header.jpg,,,by Rootstalk,,,True,stone-closeup,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,williams,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/williams ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/williams ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/williams ,“train”,2023-09-19 15:10:19,,64,,rootstalk-2015-spring,[],2,Song Writer,Ella Williams,Williams_photo.jpg,Photo Courtesy of Ella Williams,"**Ella Williams** is a first-year from Boston, MA. She attends Grinnell College and is currently spending her time on developing ...",Reflection,True,train-header.png,,,by Chloe Williams,,from Ella Williams' album _Early Winter Songs from Middle America_,,williams,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,enshayan,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/enshayan ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/enshayan ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/enshayan ,Taking STEM Seriously in Iowa,2023-09-19 15:29:05,,71,,rootstalk-2015-spring,[],1,author,Kamyar Enshayan,Enshayan_Headshot.jpg,Photo Courtesy of Kamyar Enshayan,"**Kamyar Enshayan** works at the University of Northern Iowa’s Center for Energy & Environmental Education in Cedar Falls, Iowa. ...",Unassigned,True,STEM-header.jpg,,,,,,,enshayan,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,swander-1,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-1 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-1 ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/swander-1 ,Belltower Triptych Part I: Ding Dong,2023-09-19 15:10:19,,31,,rootstalk-2015-spring,[],1,author,Mary Swander,Mary_Swander_081409-6print.jpg,Photo Courtesy of Mary Swander,"**Mary Swander** is the Poet Laureate of Iowa and has published in such places as Poetry Magazine, the New York Times Magazine, a...",Memoir,True,swander-1-header.png,,,,,,,swander,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,editorial-staff,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/editorial-staff ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/editorial-staff ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/editorial-staff ,Editorial Staff,2023-09-19 15:29:05,,1,,rootstalk-2015-spring,[],,,,,,,Unassigned,True,editors-header.jpg,,,by Rootstalk,,,True,editorial-staff,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,andelson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/andelson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/andelson ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/andelson ,Iowa Ivaluktaktok: A Video,2023-09-19 15:10:18,,63,,rootstalk-2015-spring,[],1,author,Jon Andelson,Andelson_photo.jpg,Photo Courtesy of Jon Andelson,**Jonathan Andelson** teaches anthropology and directs the Center for Prairie Studies at Grinnell College.  His academic interest...,Video,True,andelson-header.png,,,,,,,andelson,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,koether,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/koether ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/koether ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/koether ,Iowa’s Bison: Wild Animals in a Domesticated Landscape,2023-09-19 15:10:18,There are 30 references but only 19 endnotes in the PDF,51,,rootstalk-2015-spring,[],1,author,Kayla Koether,Koether_photo.jpg,Photo courtesy of Nick Chill,**Kayla Koether** grew up rotationally grazing cattle and sheep on her family’s 5th generation farm in Northeast Iowa’s driftless...,Essay,True,koether-header.png,,,,,,,koether,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,howe-katz,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/howe-katz ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/howe-katz ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/howe-katz ,Traditional Lakota Governance,2023-09-19 15:10:18,,35,,rootstalk-2015-spring,[],2,author,Craig Howe,3.png,Photo Courtesy of Craig Howe,**Craig Howe** is the founder and Director of the [Center for American Indian Research and Native Studies (CAIRNS).](http://nativ...,Essay,True,lakota-governance-header.png,,native american,by Craig Howe and Abe Katz,,,,howe-katz,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,andelson-note,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/andelson-note ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/andelson-note ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/andelson-note ,Publisher's Note,2023-09-19 15:10:18,,2,,rootstalk-2015-spring,[],,,,,,,Publisher's Note,True,andelson-header.jpg,,,by Jon Andelson,,,,andelson-note,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,mcdonough,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/mcdonough ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/mcdonough ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/mcdonough ,The Tie That Binds,2023-09-19 15:29:05,,80,,rootstalk-2015-spring,[],1,author,Howard McDonough,McDonough_photo.jpg,Photo Courtesy of Justin Hayworth,"**Howard McDonough** is a retired farmer who lives northeast of Grinnell. He has four sons with his wife, Sue. The family raised ...",Unassigned,True,mcdonough-header.jpg,,,,,,,mcdonough,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,swander-3,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-3 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-3 ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/swander-3 ,Belltower Triptych Part III: Birthday Presents,2023-09-19 15:29:05,,75,,rootstalk-2015-spring,[],,,,,,,Unassigned,True,swander-3-header.png,,,by Mary Swander,,,,swander,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,ottenstein,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ottenstein ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ottenstein ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/ottenstein ,An Interview: David Ottenstein,2023-09-19 15:10:18,,13,,rootstalk-2015-spring,[],1,Interviewee,David Ottenstein,Ottenstein_headshot.jpg,Photo courtesy of David Ottenstein,"**David Ottenstein** is a free-lance commercial photographer based in New Haven, Connecticut where he has worked since graduating...",Interview,True,ottenstein-header.jpeg,,,David Ottenstein interviewed by Linda Omaña,,,,ottenstein,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,swander-2,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-2 ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/swander-2 ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/swander-2 ,Belltower Triptych Part II: Which Way the Wind Blows,2023-09-19 15:10:19,,49,,rootstalk-2015-spring,[],,,,,,,Memoir,True,swander-2-header.png,,,by Mary Swander,,,,swander,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,dean,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/dean ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/dean ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/dean ,Prairie Home,2023-09-19 15:10:18,,8,,rootstalk-2015-spring,[],1,author,Thomas Dean,Dean_headshot.jpg,Photo Courtesy of Thomas Dean,"**Thomas Dean** is Senior Presidential Writer/Editor at the University of Iowa with primary responsibilities in speechwriting, an...",Memoir,True,dean-header.jpeg,,,,,,,dean,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,darrah,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/darrah ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/darrah ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/darrah ,The Garbage Man,2023-09-19 15:10:18,,66,,rootstalk-2015-spring,[],1,author,Jason Darrah,Darrah_1.jpg,,"**Jason Darrah** was born in Sioux City, Iowa. Raised in an atmosphere dominated by drugs and violence, he chose a path of crime ...",Essay,True,darrah-header.jpeg,,,,,,,darrah,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,ikerd,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ikerd ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ikerd ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/ikerd ,Where is Industrial Agriculture Taking Rural Iowa?,2023-09-19 15:10:18,,23,,rootstalk-2015-spring,[],1,author,John Ikerd,Ikerd-2015-r.jpg,Photo Courtesy of John Ikerd,"**John Ikerd** is Professor Emeritus of Agricultural Economics, University of Missouri - Columbia. He was raised on a small dairy...",Essay,True,ikerd-header.png,,,,,,,ikerd,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,larsen-schulte-tyndall,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/larsen-schulte-tyndall ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/larsen-schulte-tyndall ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/larsen-schulte-tyndall ,How Should Iowa’s Agricultural Landscape Look?,2023-09-19 15:10:18,,41,,rootstalk-2015-spring,[],3,author,Drake Larsen,LarsenDrake.jpg,Photo Courtesy of Lisa Schulte-Moore,"After working for many years with the Practical Farmers of Iowa on agricultural policy and communications, **Drake Larsen** is no...",Essay,True,larsen-header.png,,,"by Drake Larsen, Dr. Lisa Schulte and Dr. John Tyndall",,,,larsen-schulte-tyndall,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,crowley-closeup,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/crowley-closeup ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/crowley-closeup ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/crowley-closeup ,Close-up: Tony Crowley,2023-09-19 15:10:18,,21,,rootstalk-2015-spring,[],1,artist,Tony Crowley,Crowley_photo.jpg,Photo courtesy of Tony Crowley,"**Tony Crowley**’s interest in and work with prairie themes began when, as a faculty member at Grinnell, he became involved in th...",Closeup,True,crowley-header.jpeg,,,by Rootstalk,,,,crowley-closeup,28/09/2022 21:16:52,False
past-issues/volume-i-issue-1,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/ ,"Volume I, Issue 1",2023-05-11 16:23:42,,0,"The inaugural issue, Spring 2015",rootstalk-2015-spring,"['issueIndex', 'pid', 'issue', 'parent']",,,,,,,,,,,,,,,,,,
past-issues/volume-i-issue-1,ferrell,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ferrell ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-i-issue-1/ferrell ,https://rootstalk.grinnell.edu/past-issues/volume-i-issue-1/ferrell ,"Dear Diary, May 30, 2027",2023-09-19 15:10:18,,69,,rootstalk-2015-spring,[],1,author,Pete Ferrell,Ferrell_photo.jpg,Photo Courtesy of Pete Ferrell,**Pete Ferrell** has worked at the Ferrell Ranch (established by his great-grandfather in 1888) basically all his life. He was a ...,Essay,True,ferrell-header.jpg,,,,,,,ferrell,28/09/2022 21:16:52,False
past-issues/volume-vii-issue-2,bower,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/bower ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/bower ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/bower ,"Imagination Is an Endless Portal' --- Making Art in Casper, Wyoming",2023-09-19 15:10:35,,14,,rootstalk-2021-spring,[],1,author,Betsy Bower,grinnell_29909_OBJ.jpg,,Betsy Bower is a metal artist and blacksmith. She is passionate about creativity and connecting people to their inherent gifts an...,Interview,True,grinnell_29988_OBJ.jpg,This header image needs alt text!,"small town issues,2d and 3d art,art,closeup",,,,,,,False
past-issues/volume-vii-issue-2,endangered-animals,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/endangered-animals ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/endangered-animals ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/endangered-animals ,Endagered Animals of the Prairie,2023-09-19 15:10:35,,27,,rootstalk-2021-spring,[],,,,,,,Photo Essay,True,grinnell_29987_OBJ.jpg,This header image needs alt text!,"prairie fauna,birds of the prairie,wildlife issues",,,,,,,False
past-issues/volume-vii-issue-2,ross,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ross ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ross ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/ross ,Murder at A Midwest School,2023-09-19 15:10:35,,65,,rootstalk-2021-spring,[],1,author,Jason Ross,grinnell_29963_OBJ.jpg,,***Jason Ross*** was a student in history professor [Michael Guenther's](https://www.grinnell.edu/user/guenthmb) course on The Pr...,Essay,True,grinnell_29999_OBJ.jpg,This header image needs alt text!,"history,politics and policy,social justice,personal essay",,,,,,,False
past-issues/volume-vii-issue-2,baechtel,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/baechtel ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/baechtel ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/baechtel ,Editor's Note: The Butterfly Effect,2023-09-19 15:10:35,,2,,rootstalk-2021-spring,[],1,editor,Mark Baechtel,grinnell_29901_OBJ.jpg,,***Mark Baechtel*** received his B.A. in print journalism from [The American University](https://www.american.edu/) in Washington...,Editor's note,True,grinnell_29986_OBJ.jpg,,"commentary,prairie fauna,species diversity,politics and policy",,,,,,,False
past-issues/volume-vii-issue-2,kouchi,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/kouchi ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/kouchi ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/kouchi ,Water Management on the Missouri River,2023-09-19 15:10:35,,46,,rootstalk-2021-spring,[],1,author,Nina Kouchi,grinnell_29935_OBJ.jpg,,"***Nina Kouchi*** is a third-year student at Grinnell College from Charlotte, North Carolina. She’s majoring in Computer Science ...",Essay,True,grinnell_29996_OBJ.jpg,This header image needs alt text!,"closeup,water issues,weather,politics and policy,agriculture issues",,,,,,,False
past-issues/volume-vii-issue-2,andelson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/andelson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/andelson ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/andelson ,Publisher's Note: Why I Carve Spoons,2023-09-19 15:10:34,,1,,rootstalk-2021-spring,[],1,author,Jon Andelson,grinnell_29897_OBJ.jpg,,***Jon Andelson*** is the Publisher of *Rootstalk*. He is [Rosenfield Professor of Social Science](https://www.grinnell.edu/acade...,Publisher's Note,True,grinnell_29985_OBJ.jpg,This header image needs alt text!,"appreciation, personal essay, woodcut",,,,,,,False
past-issues/volume-vii-issue-2,clotfelter,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/clotfelter ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/clotfelter ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/clotfelter ,Harvesting Wheat in the 1940s,2023-09-19 15:10:35,,29,,rootstalk-2021-spring,[],1,author,Beryl Clotfelter,grinnell_29924_OBJ.jpg,,"Born in Oklahoma in 1926, ***Beryl Clotfelter*** moved to Kansas at the age of two and lived in southern Kansas until he entered ...",Memoir,True,grinnell_29990_OBJ.jpg,This header image needs alt text!,"personal essay,agriculture issues,local history,small town issues",,,,,,,False
past-issues/volume-vii-issue-2,boyce,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/boyce ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/boyce ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/boyce ,"Sod House, Green Roof",2023-09-19 15:10:35,,63,,rootstalk-2021-spring,[],1,author,Eric Bjorn Boyce,grinnell_29913_OBJ.jpg,,"***Eric Bjorn Boyce,*** who is from St. Paul, Minnesota, is a fourth-year Spanish major with a Latin American studies concentrati...",Multimedia,True,grinnell_29989_OBJ.jpg,This header image needs alt text!,"video,architecture,history",,,,,,,False
past-issues/volume-vii-issue-2,ottenstein,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ottenstein ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ottenstein ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/ottenstein ,"Land, Wind and Sky': A Sojourn on the Canadian Plains",2023-09-19 15:10:35,,35,,rootstalk-2021-spring,[],1,author,David Ottenstein,grinnell_29947_OBJ.jpg,,"David Ottenstein is a free-lance commercial photographer based in New Haven, Connecticut, where he has worked since graduating fr...",Photography,True,grinnell_29997_OBJ.jpg,This header image needs alt text!,"appreciation,prairie flora",,,,,,,False
past-issues/volume-vii-issue-2,johnson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/johnson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/johnson ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/johnson ,Along the Way,2023-09-19 15:10:35,,24,,rootstalk-2021-spring,[],1,author,Shiraz Johnson,grinnell_29933_OBJ.jpg,,***Shiraz Johnson ’22*** is a third-year student at Grinnell College majoring in mathematics and concentrating in statistics. She...,Multimedia Essay,True,grinnell_29991_OBJ.jpg,This header image needs alt text!,poetry,,,,,,,False
past-issues/volume-vii-issue-2,ojendyk,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ojendyk ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/ojendyk ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/ojendyk ,Quad Cities #23,2023-09-19 15:10:35,,23,,rootstalk-2021-spring,[],1,photographer,William Ojendyk,grinnell_29832_OBJ.png,,"[William Ojendyk](https://www.linkedin.com/in/william-ojendyk-882b495/) holds degrees from [Western  Washington University,](http...",Photography,True,grinnell_29831_OBJ.jpg,This header image needs alt text!,,,,,,,,False
past-issues/volume-vii-issue-2,taylor,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/taylor ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vii-issue-2/taylor ,https://rootstalk.grinnell.edu/past-issues/volume-vii-issue-2/taylor ,Texas's Changing Hill Country,2023-09-19 15:10:35,,55,,rootstalk-2021-spring,[],1,author,Craig Taylor,grinnell_29972_OBJ.jpg,,"***Craig Taylor*** was brought to the Texas Hill Country as a toddler more than six decades ago, and he has never lived anywhere ...",Interview,True,grinnell_29971_OBJ.jpg,This header image needs alt text!,"invasive species,prairie fauna,prairie flora",,,,,,,False
